numpar_candidates_eff,mv_incparty,mv_incpartyfor1,party_PT_wonlag1_b1,party_PMDB_wonlag1_b1,party_DEM_wonlag1_b1,party_PSDB_wonlag1_b1,population,pibpc
1.9427707,,,0,0,1,0,4850,6270.1963
2.5830896,,7.9389334,0,0,1,0,27481,5775.1592
2.0362778,,,0,0,0,0,13324,27530.564
3.4679315,4.9196663,,0,0,1,0,177823,9630.8545
2.9022064,-9.0492163,,0,1,0,0,22521,6137.3188
1.8519922,,,0,0,0,0,5122,8339.7568
2.7686481,,,0,0,0,0,6293,5924.0166
2.2691355,,-56.923889,0,0,0,1,2784,4185.8975
2.1184618,4.1608214,-16.141392,1,0,0,0,194401,11790.99
2.928175,19.352419,,0,0,0,0,112783,13223.708
1.9964455,,,0,0,0,1,2260,17774.752
1.9993439,1.8114448,21.291374,0,0,0,1,7425,7900.1738
2.0704908,,9.1039925,0,0,0,1,3762,5540.5688
1.7240984,-40.003323,-4.9411058,0,0,0,1,10452,5122.8467
1.993536,,,0,0,0,0,8314,27053.842
2.9052336,-8.4182291,,0,0,0,0,40218,6300.2383
2.5296626,,19.293976,0,0,0,0,70248,11672.279
1.9826097,-9.3655586,,0,0,1,0,1811,6683.605
3.3236947,-45.170956,,0,0,0,1,93118,8954.9863
2.7185552,28.13315,3.7849605,0,0,0,0,124108,10605.47
2.2371552,,,0,1,0,0,13897,7513.5996
2.84319,,,0,0,0,0,4571,8296.0449
2.2418568,-50.803722,,0,0,0,0,9268,7209.1436
2.3863094,-25.931068,,0,0,0,0,84358,7397.3408
1.990937,6.7468972,-10.304856,0,0,0,1,14543,9063.1826
1.9473252,-16.446791,,0,0,0,0,1360,8183.23
1.9053352,,,0,0,0,1,7632,9062.3252
2.5771296,-36.520885,-16.455494,0,0,0,1,10041,4622.2451
1.9461603,,,0,0,0,0,2674,7047.6245
3.1953154,-1.482445,-6.7977519,0,0,0,0,6072,5152.7627
2.3723207,,,0,0,0,0,30113,9663.3398
2.9796157,,12.740416,0,0,0,0,37871,11820.154
1.9557302,,,0,0,0,0,4810,3795.687
1,-100,,0,0,1,0,8613,2892.5244
4.0348897,-10.839028,-50.432091,0,1,0,0,108273,10977.56
2.7308064,,,0,0,0,0,26954,5725.6304
1.5655447,,,0,0,1,0,248034,68950.922
3.4960392,5.8448048,,0,0,0,0,21343,9992.7393
2.5186453,-28.493225,-75.749519,1,0,0,0,54706,11670.555
3.6031876,-9.536746,-37.124626,1,0,0,0,78433,52980.828
1,-100,-2.5027184,0,0,0,1,2392,21921.586
2.6371346,-3.8789749,-25.487211,0,0,0,1,11064,7135.5391
1.9823384,9.4389524,,0,0,0,0,39565,8527.3467
2.0040793,-14.264232,-3.6723762,0,0,1,0,6410,8634.9561
3.7708004,,,0,0,0,0,104138,8686.6016
1.590952,,,0,0,0,0,28152,6202.8213
2.2836413,,,0,0,0,0,13578,10297.477
2.2684565,-9.3180742,,0,0,0,1,10565,11869.552
1.9978687,,,0,0,0,0,8223,8113.2534
2.7959802,,13.761619,0,0,1,0,40129,12322.033
2.0083287,,,0,0,0,0,15088,7806.0698
1.9693723,,,0,0,0,0,3695,4831.2305
1.998118,,,0,1,0,0,818,14680.694
1,,,0,0,1,0,3882,15738.393
3.9073455,-10.418376,,0,1,0,0,13749,9640.3379
1.8486158,,,0,0,1,0,2205,14866.959
1.5950804,55.756878,-18.041531,1,0,0,0,117308,13195.486
3.284205,9.3254776,-11.16631,0,0,1,0,137935,10023.924
1.9757049,,,0,0,0,0,4444,5759.3096
2.8622444,-16.95652,,0,0,0,1,2477,8868.1904
2.9593828,22.083075,4.5732231,0,0,0,0,18858,6110.8818
2.1638739,23.732216,-6.2193007,0,0,0,1,21187,8800.958
2.0364451,-29.474302,,0,0,0,0,19324,6873.6406
2.2610085,,,0,0,0,0,14412,10326.225
2.2289319,6.1349721,-22.054848,0,1,0,0,3611,43786.117
4.4836144,-25.52343,,0,0,0,0,5063,8475.4844
2.5251248,-48.000824,-27.759102,0,0,0,0,40430,14854.603
2.1238065,-48.053307,,0,1,0,0,81298,17087.584
3.4234581,-16.190805,,0,0,0,0,29254,6393.2891
2.3215508,,,0,1,0,0,18940,8033.9917
1.9586256,,-46.51627,0,0,0,0,16068,7370.9746
3.3077302,3.951472,,0,0,1,0,4191,6235.5557
1.7134054,,,0,0,0,0,87717,10367.424
2.3480451,-6.5811129,5.2867651,0,0,0,1,4629,9342.2344
2.1273692,,-39.689896,0,0,0,0,59496,28620.693
2.7270966,6.7560139,-25.643467,0,1,0,0,32091,10432.256
2.1227682,,,0,0,0,0,9388,7943.7358
1.9790175,-10.296819,,0,0,0,1,21917,6959.1436
3.48509,-20.473875,-11.750137,0,0,0,0,5876,10634.016
3.0117438,13.148144,3.4202576,0,0,0,1,73132,8186.0376
3.2205057,,,0,0,0,0,47903,7683.7935
1.9848601,-8.7336273,,0,1,0,0,4266,15040.999
1.6699935,,-2.6795297,0,0,1,0,13615,4655.375
2.1669087,41.745186,,0,0,0,0,3970,5005.2373
3.1209536,-15.890306,-30.941032,0,1,0,0,31245,11766.496
2.7589815,-13.98668,,0,0,1,0,2759,12377.45
1.6630825,45.009563,4.4143825,0,0,0,0,4016,4356.4268
2.2787771,,-40.858688,0,0,0,1,46881,6722.0283
2.5655828,,,0,0,0,0,16030,6938.5195
2.582957,26.017328,-34.039452,0,0,0,0,45187,12773.346
1.9716436,29.208824,2.4260342,0,0,0,1,92283,6643.958
1.4289768,65.890381,-44.278938,0,0,0,1,375859,4652.4185
2.7737389,,,0,0,0,0,11258,7519.2002
1.9983432,2.8794885,,0,0,0,0,27565,12351.078
2.1186955,3.4965038,4.1083546,0,0,0,1,2949,8327.5029
2.0507176,,,0,0,0,0,15122,30480.729
2.6790891,-28.248627,-42.728874,1,0,0,0,113578,11893.459
1.8995193,,,0,1,0,0,6706,8804.125
2.7334566,12.574116,6.0284405,0,1,0,0,7211,9185.2988
2.7091243,-29.418961,,0,0,0,0,16320,9362.9863
2.6104286,12.922433,,0,0,0,0,34362,42578.461
2.5017254,,,0,0,0,0,13771,6855.4741
1.7077582,41.367374,,0,0,1,0,14218,5582.1968
3.9240425,-22.463366,,0,0,0,0,12437,12095.02
1.9974791,-3.5525322,-6.772718,0,0,1,0,5671,6070.5234
1.8055922,32.813087,,0,1,0,0,17051,13166.467
2.0318656,-2.9803216,,0,0,1,0,6299,20092.799
2.3998649,9.6888571,,0,0,1,0,24422,8949.6621
2.9082761,-45.371731,4.9990149,0,0,0,1,16450,10463.82
1.9796582,-10.136697,-58.40493,0,0,0,0,19773,52029.418
1.9929349,5.9539914,,0,0,1,0,4615,12310.959
1.8746486,-25.858583,-17.501345,0,0,0,1,5506,8063.9292
2.785147,-11.320755,-25.509432,0,0,0,0,4121,14524.538
2.1465952,16.014534,10.632619,1,0,0,0,48638,10135.183
2.2566447,,,0,1,0,0,7137,7781.3296
3.6397586,15.743038,32.013489,0,0,0,1,170296,16820.902
1.6433948,48.979347,1.8221617,0,0,0,1,31412,7340.9482
2.9981332,-1.9284397,-5.1493702,0,0,0,1,7056,13056.001
1.9460518,,,0,1,0,0,2580,15693.183
3.1393037,,,0,0,1,0,75980,9227.7061
3.2933795,27.149967,-40.79594,0,0,0,0,117120,43711.367
2.2097249,-14.759731,9.9513416,0,0,0,1,22899,3253.7517
1.9992219,,-6.3322334,0,0,1,0,30548,14541.001
1.9995438,1.5100688,,0,0,0,1,1479,9042.4209
1.9940795,5.4489255,,0,0,0,0,12121,9235.5381
2.3931072,22.771862,14.911443,1,0,0,0,7052,6017.4214
2.156827,-4.9232631,,0,0,0,0,24412,9274.3457
1.9998927,0.73260069,33.191265,0,0,0,1,2182,5826.2603
3.2113013,-34.381176,-16.313299,0,0,0,1,9049,6758.9629
2.6603148,2.8646052,-30.355368,0,0,0,1,40914,8103.8516
1.4773724,,42.119415,0,0,0,0,12772,5888.3574
1.6405063,46.811947,,0,0,0,1,6988,7252.2314
1.8635758,,,0,1,0,0,7088,8328.9912
1.9995903,1.4312983,-12.071445,0,0,0,1,14654,4681.5576
2.9068682,,,0,0,0,0,15045,22742.354
2.2764847,20.448181,19.801086,0,0,0,1,2597,10623.379
2,,,0,1,0,0,2519,8629.7891
2.1740613,13.776112,27.913036,1,0,0,0,234174,6732.1943
2.9958966,,,0,0,0,0,67505,4805.106
1.9536524,-15.402511,-7.6137424,0,0,0,1,2888,6321.6343
2.8294942,-6.5401735,7.6139598,0,0,0,1,11845,9435.6074
2.8338501,-26.48452,,0,0,0,1,42174,9251.3379
1.996922,-3.9260983,7.6976418,0,0,0,1,4037,15769.421
2.1289032,,,0,0,0,1,9975,12358.713
1.9978282,,,0,0,0,0,8134,40736.359
2.0562279,,,0,1,0,0,2547,8159.1689
2.9781389,-0.13853014,-10.412637,0,0,0,1,10547,4169.7222
2.4366724,15.713364,,0,0,1,0,15357,7263.7847
3.3174684,,,0,1,0,0,64470,10033.053
1.9973328,3.6544828,100,0,0,0,1,5567,11399.244
1.6930088,,,0,0,0,1,1299,7959.9561
3.8761854,-2.3036301,,0,0,0,0,166086,4385.1597
1.9984674,2.7692318,,0,0,1,0,2073,8876.4248
1.8917321,,,0,1,0,0,3057,7294.4453
1.7703377,-36.017765,,0,0,0,1,10386,8565.9678
1.9968274,-3.9858313,,0,1,0,0,3186,27920.563
3.8310766,-15.807343,-39.967785,1,0,0,0,315770,8526.7246
2.6919289,15.298367,-5.0750284,0,0,0,1,159316,2763.811
4.0503774,-18.416449,,0,0,0,0,119710,11928.936
1.9993546,,,0,0,0,0,2856,14365.652
2.3097212,,,0,0,0,0,7364,6083.7173
2.520493,8.7370157,,0,0,0,1,44019,8611.9121
2.9858625,3.5564036,-65.509605,0,0,0,1,3459,6723.8032
2.4692206,,,0,0,1,0,4081,16899.125
2.6268601,,,0,0,0,1,11053,9157.3818
2.4302542,-43.989075,,0,0,0,0,10498,5988.77
1.990714,,,0,0,0,0,4528,10196.404
3.6345587,-3.7735848,,0,0,0,0,10671,5672.875
3.3576212,-28.747236,,0,1,0,0,5242,5145.3008
3.060787,-4.9019604,4.17732,0,0,1,0,36426,14746.028
2.2807651,1.5339792,15.874857,0,0,0,1,15844,17464.625
1.9724753,,,0,0,1,0,20467,4849.8975
1.7643403,,-46.692928,0,1,0,0,20226,10321.313
1.4807347,,,0,0,0,0,9202,8035.7109
1.7191893,40.415226,,0,0,1,0,9376,8246.6201
1.96,,,0,0,0,0,2093,5352.6416
1.9938664,5.5463791,-15.871903,0,1,0,0,6726,8427.002
1.969341,30.214458,-11.362115,0,0,0,0,29948,16892.006
2.0928776,,,0,0,0,1,23927,15068.31
4.6027794,-14.767076,-62.173698,0,0,0,1,110323,15198.583
3.6943862,,,0,0,0,0,11083,6743.4126
2.4697177,,0.96082985,0,0,0,1,32200,9024.3193
3.1650903,,,0,0,0,0,292828,7180.0024
2.5984652,23.219898,23.510418,1,0,0,0,1218862,15066.5
2.6169317,-38.182831,,0,0,1,0,6662,9691.3115
1.9644958,,-10.081566,0,0,0,0,3907,8181.3633
1.9341427,18.452608,15.548897,0,0,0,1,8482,7222.4956
1.9326757,43.004375,,0,0,1,0,8128,42876.762
1.83428,-30.057621,,0,0,0,1,186726,9893.7881
2.0126395,-33.651016,,0,0,1,0,8649,9484.3145
1.9983801,2.8469772,,0,0,1,0,6652,7055.54
1.0620285,,,0,0,0,0,3515,7958.4395
4.6027412,-22.898918,-56.033409,0,1,0,0,30379,6169.79
2.0802457,9.5786066,-22.557842,0,0,1,0,9824,7702.7866
1,,,0,0,0,0,5792,13920.023
2.8891597,,,0,0,0,0,50918,7951.3862
3.1330967,14.771032,-11.063457,0,0,0,0,72181,6142.5044
2.2153838,-19.635084,,0,0,0,1,7117,9788.1699
2.5867758,,,0,0,1,0,7063,11055.288
2.1821375,,,0,0,0,0,23509,4093.1389
2.9818316,,,0,0,1,0,27773,14214.841
2.8849592,-4.7553272,19.185305,0,0,0,0,9318,5818.0864
2.6045454,,,0,0,0,0,28367,5676.2236
2.080853,37.46064,-26.22003,0,0,0,0,24580,6920.0054
1.895376,43.527618,11.618632,0,0,0,1,8730,6574.874
2.2306228,-49.523205,,0,0,0,1,25168,34076.621
3.4900954,14.685286,48.945225,0,0,0,0,170703,18454.01
2.1552539,,-6.6946774,0,0,0,0,5091,4653.8691
2.9582794,,,0,0,0,0,3694,9363.6465
2.0226643,10.0216,52.90934,0,0,1,0,3299,9368.6621
1.5560867,53.411175,,0,0,0,1,13141,9981.9365
1.9853063,-8.6030121,-3.4323425,0,0,1,0,22390,8793.9668
2.6279609,,20.488205,0,0,0,0,5182,10579.811
2.4475765,,,0,0,0,0,4060,6224.2524
2.0056882,-55.928413,,0,0,0,0,4535,3637.979
2.3725488,-2.9839218,-3.6636233,0,1,0,0,12647,12702.15
1.9246919,-56.091297,,1,0,0,0,17506,21052.072
1.977285,,,1,0,0,0,6948,8415.3486
1.8975999,,,0,1,0,0,7047,4682.3057
3.3932562,,,0,0,0,0,19430,8386.3994
1.9998872,,,0,1,0,0,22690,11016.831
2.8090513,-12.051055,,0,0,0,1,14769,10345.374
1.9321531,,,0,1,0,0,2781,9966.3896
2.7406099,-38.313766,,0,0,1,0,85294,5801.3994
1.7819127,,-8.2469578,0,0,0,1,2969,3699.9634
2.4329903,-9.137785,-17.831779,0,0,0,1,152283,11799.461
2.1269436,-17.891064,-14.344877,0,0,0,1,137733,10629.896
2.1361845,,,0,0,0,0,87639,8585.917
2.3940465,-5.2649827,,0,0,0,1,190373,7821.6772
1,,,0,0,0,0,66861,14162.248
1.9852593,-8.6168795,-12.846947,0,0,0,1,3739,3735.4536
2.4572468,-20.332462,-6.6476765,0,1,0,0,40160,10814.97
1.8319482,,,0,0,0,0,14324,5177.2222
2.7726843,,,0,0,0,0,11048,8128.1445
2.5556118,,,0,0,0,0,3881,8935.3008
3.2192376,-9.1183901,,0,1,0,0,328345,4732.1123
2.90733,6.0948429,-28.358694,0,0,0,1,48973,7558.2749
2.1823132,,,0,0,0,0,14642,4017.071
3.8830149,1.7713398,-39.043827,0,1,0,0,91228,19997.525
1.9851639,8.6449118,7.5756073,0,0,0,1,16306,6334.042
1.9981247,-3.063488,-7.444006,0,1,0,0,14315,7829.8989
2.2581501,-17.086836,-23.257593,0,0,0,0,5601,7060.7866
3.3185141,,,0,0,0,0,7816,5931.063
2.760941,-24.003536,,0,0,0,1,149758,16001.323
2.8550673,20.79208,21.731831,0,1,0,0,30283,23061.771
2.7012568,3.535244,63.645363,0,0,0,1,37943,10527.242
1.984169,-8.9323606,31.447849,0,0,0,0,6469,9574.125
3.2904098,-29.908382,,1,0,0,0,71654,12753.468
3.0007915,18.177998,12.678915,1,0,0,0,205360,16629.879
1.999845,-0.88012218,-4.9297571,0,0,0,0,4568,16127.153
3.1509373,-21.070129,,0,0,1,0,18380,5341.8672
1.9191402,44.176125,-4.364121,0,0,0,0,33194,76146.172
3.8954623,-20.566206,-54.078793,0,0,0,1,48659,9649.5195
1.9997346,,-34.811867,0,0,0,0,4355,52260.273
2.513638,5.5636673,-10.25072,1,0,0,0,106742,8576.7568
2.8047316,,,0,0,0,1,34118,7897.5273
2.2141266,,,0,0,1,0,20203,8170.6055
2.3878119,,,0,0,0,0,121333,8800.125
1.9608479,-14.130438,,0,0,0,1,3296,15676.458
1.9747331,-11.311528,-19.729408,0,0,1,0,11550,5727.2573
1,100,-37.421276,0,0,0,1,4245,7911.2939
2.0976939,,-49.120834,0,1,0,0,31314,10683.055
1.9507971,15.881434,49.93404,0,0,1,0,4332,4437.8208
1.9987055,2.545002,,0,1,0,0,2497,12526.03
2.2488382,9.332201,15.426991,0,0,0,1,340907,28040.178
1.9864426,8.2613354,100,0,0,0,1,16644,7632.5342
4.8983006,-10.969663,,0,0,1,0,22344,4165.0469
2.9401422,,,0,0,1,0,29789,5705.3276
1.999929,,,0,0,0,0,5122,4945.0537
3.1720943,,,0,0,0,0,23685,10197.739
1.9593316,14.407054,14.711243,0,0,0,1,4974,11497.993
2.303931,-11.589927,6.9706826,0,0,0,1,6692,5086.8823
2.8069234,,64.809052,0,0,1,0,87192,8210.2529
2.0677941,-18.437233,,0,1,0,0,60275,17532.063
3.4290595,-16.762905,,0,0,0,1,270223,14311.873
1.9027506,22.607491,,0,0,0,0,6021,7910.8081
1.3762996,-67.318047,-85.164032,1,0,0,0,69721,13988.666
3.043828,,,0,0,0,1,81973,8859.4111
1.9885244,,3.7119122,0,0,1,0,2182,7139.8418
2.0202756,-0.6849736,-5.3172946,0,1,0,0,27825,83500.281
2.1142054,-28.426302,-7.6121716,0,0,0,1,18569,6934.0884
1.9318632,18.780317,58.32814,1,0,0,0,2051,8051.7598
1.9305854,-18.961863,27.061653,0,0,0,0,7837,65914.477
1.9985324,2.7098508,,0,0,0,0,4334,7543.3574
2.222785,,,0,0,0,1,4306,6716.1997
1.9187186,,,0,1,0,0,3029,9049.1582
1.9005483,,,0,0,0,0,16924,22557.076
3.2834749,-4.7751608,,0,0,1,0,7388,6624.5073
1.9917545,6.4341068,12.81859,0,0,0,0,3661,7666.7026
2.7790351,13.36855,,0,1,0,0,3289,7849.3569
3.0417724,,,0,0,0,0,45376,13013.139
3.0469649,,,0,0,0,0,70461,8089.0352
2.5566802,11.455217,,0,0,0,0,8781,6034.0659
2.7270699,,,0,0,0,0,3804,8698.5176
2.1643376,,-21.390688,0,0,0,1,13280,20206.227
1,,2.9204459,0,0,0,1,2445,18255.59
1.9450787,,-9.7439528,0,0,0,0,3598,5395.3994
3.7329824,,,0,1,0,0,215911,9381.2549
1.7305075,,100,0,0,0,1,2250,9268.2529
1.9783988,10.449135,13.033906,0,0,0,1,23717,7971.0078
3.1777091,,,0,1,0,0,75929,40332.941
1.7419901,-73.079887,20.9582,1,0,0,0,398482,11824.531
1.9886663,,4.7831626,0,1,0,0,3891,6536.0249
2.6717958,-5.0420165,-2.4310112,0,0,0,1,4149,9387.5801
1.9980017,,-31.466473,0,1,0,0,1889,10062.539
2.0506871,,,0,1,0,0,19846,13490.844
2.7437758,20.293638,,0,0,0,0,12407,4847.478
2.3717554,,,0,0,0,0,24134,3947.5022
1,100,,0,0,0,0,2560,9043.2197
2.582293,6.7902088,31.171263,0,0,1,0,26707,6400.2979
2.5504239,,,0,0,0,0,16744,4747.1763
3.0160463,-16.755844,,0,0,0,1,52966,8799.4678
1.9578509,,,0,1,0,0,4111,5112.1138
1.378077,67.178688,,0,0,0,0,69268,10439.746
2.3722515,23.584652,,0,0,0,1,359519,11236.019
3.2033384,17.338654,-34.070057,0,1,0,0,136258,13527.92
2.1672447,,-54.501541,0,0,0,0,90042,15513.444
1.9007189,,,0,1,0,0,3369,6526.9419
1,,,0,0,1,0,2028,7448.9639
2.3463018,6.1229916,-21.98385,0,0,0,1,43344,5620.1074
3.4188635,,,0,0,0,0,6774,9089.9121
4.5059147,,-28.376389,0,0,0,1,45599,11732.416
2.6885712,,,0,0,1,0,18879,15692.208
2.653121,,,0,0,0,0,20505,9501.1406
1.9351588,-18.304846,,0,0,0,1,3766,7266.9443
2.9824879,4.0674596,-12.441735,0,1,0,0,3736,6351.3911
2.5257502,-26.53702,-7.9520912,0,1,0,0,43384,14888.664
2.035809,-14.340681,-31.722605,0,0,0,1,27570,16172.041
1.9596255,,,0,0,0,0,10784,15303.945
2.7707493,6.7440987,,0,0,0,1,4164,33118.691
1.8951724,,0.26578009,0,0,0,1,4068,6756.4883
2.1208525,2.1303236,-15.010142,0,0,0,0,2213,20496.307
1.9976249,-3.4482746,0.6793946,0,0,0,1,4053,7185.8008
2.9945941,,,0,0,0,0,7205,3584.5503
2.6601877,-36.552814,0.021159649,0,0,0,1,15815,5710.8052
1.8441896,-29.066668,4.0578275,0,0,0,1,9212,7236.1812
3.040278,,,0,1,0,0,10118,8290.3438
2.8716557,-6.5539985,-2.2011518,0,0,0,0,3509,7317.6113
1.9941701,5.4069133,,0,0,0,1,5062,7610.7178
2.2300127,19.436619,1.106602,0,0,0,0,8361,9896.252
1.9331903,18.590107,,0,0,0,1,2351,9156.6846
1.977007,10.784316,50.139023,0,0,0,1,1020,19104.615
1.9844431,,-10.255569,0,0,0,0,8295,8608.2979
2.1596622,,,0,0,0,1,18110,7572.5435
1.8235656,,,0,0,0,0,2063,4469.0767
1.3679999,67.969742,22.776985,0,0,0,0,2098,12225.473
1.9830405,-9.247839,,0,0,0,1,3294,7550.7188
1.6566265,45.527233,15.583864,0,0,0,1,2802,5680.0962
2.8499992,,,0,0,0,0,46180,17142.912
1.9237195,19.912958,,0,0,0,0,33451,10565.25
2.9784596,,-22.426781,0,1,0,0,6576,17177.959
1,-100,-2.9119043,0,0,1,0,4089,7848.4424
2.1636422,37.013859,41.330921,0,0,0,0,3093,7018.3516
3.1792161,5.4812727,-2.1604924,0,1,0,0,47607,11118.812
1,,,0,0,1,0,3713,19216.16
2.2478948,-1.6444236,,0,0,1,0,5412,6265.4043
1.9791431,,,0,0,1,0,4733,19063.182
1.8465064,28.831676,,0,0,0,1,38408,18503.697
2.074589,36.339806,,0,0,1,0,2562,8333.333
2.1779833,-5.9893222,100,0,0,0,1,30023,7968.7095
3.208631,-13.787585,-46.777107,0,0,0,0,102533,10452.447
1.9496783,,,0,0,1,0,6981,48095.535
1.9902219,7.0093484,,0,0,0,1,7176,5921.2935
2.1345103,,,0,1,0,0,12596,5468.7515
3.2625844,12.406198,,0,1,0,0,9146,8058.9717
2.832566,,,0,0,0,0,9010,4260.9883
2.6434417,-3.6795826,-11.836609,0,1,0,0,10000,6672.2788
1.9916853,-6.4611554,,0,0,0,1,21736,16050.07
2.7157359,,,0,1,0,0,14319,5340.8857
2.7931015,,-49.018429,0,1,0,0,42582,7060.312
2.4519398,,,0,0,0,0,18096,5774.854
1.9955277,4.7340422,100,0,0,0,0,5786,8856.5635
1.9929419,-13.850019,6.3100009,0,0,0,1,16902,9718.5
1.9652364,13.300085,-61.180382,1,0,0,0,3563,8445.7852
2.3659265,,,0,0,0,0,10943,8510.8213
3.1574135,-3.8601816,-12.468195,0,0,0,1,5393,10493.28
1.7955279,,,0,1,0,0,19950,4955.9839
2.1216898,22.354416,3.999999,0,0,1,0,2170,6927.8755
1.9779218,-10.565111,,0,1,0,0,12289,13165.496
1.9887111,-7.5342445,,0,1,0,0,5889,5219.2271
1.8371297,43.502403,,0,1,0,0,58827,101877.14
1.8458225,,0.60697794,0,0,0,1,1910,8990.7949
2.5453086,-0.7599622,-0.29956996,0,0,1,0,8550,10060.399
1.9735712,-11.572096,,0,0,0,1,38970,14305.875
1.9132355,,,0,0,0,0,5849,5509.6084
1.994319,5.3373604,50.055992,0,0,0,1,2544,9846.6113
2.2717426,,,0,1,0,0,15643,9037.9209
1.8381515,,,0,0,1,0,38937,8758.1826
1.9991535,2.0576119,-11.06033,0,0,0,1,3004,18704.395
1.5950508,-50.386368,-57.717808,0,0,0,1,9880,4428.4531
2.815474,-25.051329,,0,0,1,0,57893,8630.7578
1.998162,,,0,0,0,0,24743,10325.821
2.3845022,5.2323046,-7.4389787,0,0,1,0,7139,10641.069
2.3234217,-11.646027,,0,0,0,0,61034,5916.3306
1.9598061,14.320991,,0,0,1,0,4669,7121.1099
3.182642,-34.058842,,0,1,0,0,53492,6637.6665
1.7402816,,0.38633943,0,0,1,0,26236,7470.6704
2.2029834,,-18.534588,0,0,0,1,138320,16803.631
3.2851958,7.9336615,-20.774687,0,0,1,0,13486,8310.5674
4.2404795,-5.0532656,,0,0,0,0,12296,5765.0371
1.9907527,-6.8154664,-43.14642,0,0,0,0,3586,6727.4692
2.6365314,,,0,0,0,0,15431,4143.021
3.1146839,6.8888097,,0,1,0,0,25578,5990.8066
2.6266093,-56.304611,,0,0,0,0,69029,12250.81
3.4918616,-40.965004,,0,0,0,1,28831,7842.1484
1.9023838,,,0,0,0,0,20745,6015.1196
3.0246189,9.3265085,21.484125,0,0,0,1,10126,10083.928
1.8882357,,,0,0,1,0,14672,7763.9063
2.8120656,0.41109324,,0,0,0,0,22675,14353.919
1.9931887,,,0,0,1,0,11060,6315.5591
2.7150574,10.907584,-26.13899,1,0,0,0,33262,7811.4897
1.9131212,-21.310116,-15.651605,0,1,0,0,3759,9431.3555
2.7410638,,,0,0,0,0,2886,12003.324
4.4007182,,,0,0,0,0,105805,11251.98
1.9993622,,,0,0,0,0,4901,7568.2964
1.6269087,47.88792,-6.6564112,0,1,0,0,18651,20172.137
1.9704654,,,0,0,0,0,3750,7000.0884
1.9180191,41.246338,,0,0,0,0,33209,11491.804
1.9757658,-11.075052,,0,0,0,1,3741,6457.5137
1.9837813,9.0419798,16.818916,0,0,0,1,2320,9523.958
1.987443,,,0,0,0,0,4336,8106.1123
1.9998651,0.8213073,-23.210535,0,0,0,1,7189,5332.5869
2.8792295,-0.58623552,,0,0,0,0,49915,8592.3418
3.289254,-3.5876215,-16.156557,0,0,0,1,52026,10784.837
3.6151066,,,0,0,0,0,15583,4488.645
1.9826375,,,0,0,0,0,14916,6746.5483
1.9494028,,-9.5753555,0,0,0,1,1414,5701.5015
2.1309373,20.577986,,0,0,0,1,14473,36865.324
1.7463249,,-3.1239004,0,1,0,0,229542,6649.2817
2.7023385,,,0,1,0,0,4274,7715.5879
2.6682563,-22.745359,-38.370426,0,0,0,0,4221,7666.7061
1.989989,,,0,0,0,0,15305,5775.7852
2.937145,,-38.291508,0,0,0,1,41580,6731.7939
2.3666356,23.094568,3.2497077,0,0,0,0,201347,11219.337
2.8282847,8.6238356,-32.897301,1,0,0,0,37977,6866.6953
2.5564787,-7.9257994,-5.0167561,0,1,0,0,32708,11878.137
2.8469074,15.946549,-13.292119,0,0,0,1,3035,8302.5361
3.0046844,,,0,1,0,0,11807,15313.66
1.9110434,,,0,1,0,0,2292,12369.403
2.6921246,9.8820295,15.229357,0,0,0,1,9831,4150.2881
1.9783123,-10.470322,,0,0,0,0,5574,6830.917
1.8993753,,,0,0,0,0,8243,7219.3716
1.6133865,,,0,0,0,0,29726,14529.623
2.4589119,,,0,0,0,0,4067,3831.6675
1.8687342,26.503424,29.289579,0,0,0,0,18042,8086.5308
1.9994928,-1.5928149,-1.1627913,0,1,0,0,4726,7401.4854
1.9642593,,-18.514496,0,0,0,1,56214,5935.2871
2.0651386,7.2094769,,0,1,0,0,6188,9889.5684
1.9725493,11.796734,,0,0,0,1,3216,3385.3174
2.0103219,,,0,1,0,0,11716,7150.2432
1,,,0,0,1,0,22233,4104.4668
1.9946758,5.1664739,12.712976,1,0,0,0,4216,16538.514
1,,,0,1,0,0,2297,7047.605
2.8231764,-10.361444,-27.336975,0,1,0,0,4666,11327.125
1.8913791,-25.781559,,0,0,1,0,8016,6996.5933
3.3280673,-17.756248,-59.783218,1,0,0,0,114473,8946.958
2.0510404,-3.9926262,-35.720573,0,0,0,1,3545,6003.313
2.4773214,-2.6302309,-29.066341,1,0,0,0,10317,8032.7549
1.7301974,39.488926,20.105299,0,0,0,1,9786,6354.0293
2.4311502,,,0,0,0,0,183597,14200.596
2.6654499,,,0,0,0,1,25746,18809.775
2.7815988,-15.149718,-62.970306,1,0,0,0,40780,5419.7046
1.7564731,37.235115,36.958096,0,0,0,0,8970,9067.5801
2.6771741,,,0,0,0,0,6060,5056.728
3.0802438,-40.185905,-12.140497,0,0,0,1,26023,23484.586
1.892488,,,0,0,0,0,9788,7272.8823
1.551232,,41.783569,0,0,0,1,2182,17466.258
1,,,0,0,0,0,2809,6015.145
1.8867098,,,0,1,0,0,5146,6493.7617
1.9500459,,-14.337349,0,1,0,0,2329,6523.9907
1.9848201,8.7452497,19.493881,0,0,1,0,4976,6643.0249
2.1241512,7.4913473,-9.4298248,1,0,0,0,10194,9906.6328
4.9268556,-28.798971,-11.254078,0,0,0,0,15895,8524.6602
