numpar_candidates_eff,mv_incparty,mv_incpartyfor1,party_PT_wonlag1_b1,party_PMDB_wonlag1_b1,party_DEM_wonlag1_b1,party_PSDB_wonlag1_b1,population,pibpc
1.9732023,,,,,,,11854,
1.2861161,,,,,,,150388,
1.7933379,,,,,,,3583,
2.9431143,,,,,,,4079,
2.0564272,,,,,,,12210,
1.9666394,,,,,,,36699,
1.9959137,,,,,,,177367,
2.9057627,,,,,,,36024,
2.3059397,,,,,,,29805,
1.999585,,,,,,,2151,
2.700608,,,,,,,12212,
1.9972891,,,,,,,2091,
1.9131404,,,,,,,8351,
1.9929316,,,,,,,5108,
1.9989213,,,,,,,8793,
1.9970903,,,,,,,28282,
2.2183836,,,,,,,3740,
1.9547299,,,,,,,16276,
2.7971325,,,,,,,4923,
5.4722686,,,,,,,49200,
2.5584943,,,,,,,4909,
1.9966501,,,,,,,3881,
2.5953279,,,,,,,10802,
1.5450728,,,,,,,19157,
1.9998829,,,,,,,3522,
1,,,,,,,2168,
2.3238335,,,,,,,4357,
2.7607093,,,,,,,7028,
3.3854928,,,,,,,97550,
2.8512886,,,,,,,3250,
2.5565991,,,,,,,10494,
3.7897594,,,,,,,10164,
3.1486511,,,,,,,153389,
2.8172636,,,,,,,22265,
3.3311353,,,,,,,34736,
2.3817575,,,,,,,7644,
2.0704958,,,,,,,8334,
3.198211,,,,,,,21799,
3.5900769,,,,,,,7382,
1.9129688,,,,,,,2487,
1.688364,,,,,,,2486,
1.8469936,,,,,,,4745,
1.9555708,,,,,,,2444,
1.9546263,,,,,,,3835,
2.882206,,,,,,,8211,
1.9350299,,,,,,,13276,
2.296895,,,,,,,4482,
1.9808588,,,,,,,5261,
4.8467689,,,,,,,86928,
2.9262226,,,,,,,30480,
2.7981434,,,,,,,7188,
2.0748687,,,,,,,2680,
4.6213593,,,,,,,12628,
1,,,,,,,5572,
3.9330432,,,,,,,161060,
4.1248112,,,,,,,20047,
1.9895629,,,,,,,2354,
1,,,,,,,3160,
2.4300649,,,,,,,1735,
2.0921819,,,,,,,23946,
1.9048064,,,,,,,38051,
2.1773767,,,,,,,5588,
1.9957433,,,,,,,25621,
2.158052,,,,,,,13605,
3.2617443,,,,,,,41367,
1.9993496,,,,,,,7310,
2.353976,,,,,,,4491,
2.0629461,,,,,,,2647,
1.9952496,,,,,,,1995,
2.8045876,,,,,,,57299,
1.9040586,,,,,,,2910,
2.0652468,,,,,,,24874,
2.1882486,,,,,,,20207,
1.7281293,,,,,,,1363,
2.4396503,,,,,,,20905,
2.122299,,,,,,,625564,
1.9236027,,,,,,,5452,
2.034837,,,,,,,14897,
2.0519505,,,,,,,6732,
2.3941414,,,,,,,6058,
2.8009768,,,,,,,5804,
1.9627635,,,,,,,2312,
1.8654971,,,,,,,3815,
2.1601641,,,,,,,9194,
2.2581296,,,,,,,139825,
3.4456861,,,,,,,175517,
1.8487197,,,,,,,2684,
2.8098774,,,,,,,73735,
1.9802158,,,,,,,2650,
1.7038989,,,,,,,1486,
1.9621686,,,,,,,2315,
2.4571352,,,,,,,40090,
2.7502203,,,,,,,7763,
2.3571916,,,,,,,4101,
2.6391628,,,,,,,47660,
3.4185276,,,,,,,323627,
2.1081085,,,,,,,10139,
2.911015,,,,,,,10231,
2.5859454,,,,,,,34688,
2.3717167,,,,,,,27508,
1.8104749,,,,,,,23352,
1.9983425,,,,,,,6711,
4.1026936,,,,,,,61450,
2.5719082,,,,,,,43845,
1.6636164,,,,,,,11477,
1.5938392,,,,,,,12668,
3.2655933,,,,,,,279528,
2.3153405,,,,,,,7005,
2.4872313,,,,,,,3207,
1.8153492,,,,,,,2527,
1.5462617,,,,,,,6931,
2.9634104,,,,,,,26581,
2.9132428,,,,,,,22295,
2.4181221,,,,,,,88545,
1.8824266,,,,,,,13193,
2.306335,,,,,,,12769,
1.956007,,,,,,,5240,
3.6045423,,,,,,,30847,
2.0238554,,,,,,,7817,
3.5011282,,,,,,,168058,
1.6774898,,,,,,,180740,
1.9810954,,,,,,,2785,
1.9932696,,,,,,,10154,
2.181577,,,,,,,12266,
3.1016698,,,,,,,182506,
1.8697526,,,,,,,5051,
1.984116,,,,,,,7078,
1,,,,,,,5384,
1.9994038,,,,,,,5355,
2.3372469,,,,,,,21215,
1.9912187,,,,,,,23442,
1.8336313,,,,,,,7200,
1.8667612,,,,,,,12705,
1.6852657,,,,,,,2663,
1.9794449,,,,,,,50330,
1.966485,,,,,,,19997,
2.4617953,,,,,,,3511,
1.6637086,,,,,,,5635,
1.9494584,,,,,,,10325,
3.6200023,,,,,,,84716,
3.2808495,,,,,,,220230,
2.8659506,,,,,,,5094,
2.9937844,,,,,,,19503,
2.0154715,,,,,,,7814,
2.7128851,,,,,,,27872,
1.985162,,,,,,,2714,
1.824435,,,,,,,1577,
1.9477456,,,,,,,8183,
1.7435833,,,,,,,1356,
3.190171,,,,,,,32095,
2.0724394,,,,,,,4913,
3.169596,,,,,,,4617,
1.9260256,,,,,,,60880,
2.4429035,,,,,,,13443,
1.9528128,,,,,,,1945,
1.9911804,,,,,,,2528,
2.5518703,,,,,,,3875,
2.3074183,,,,,,,55033,
1,,,,,,,3716,
1.9496015,,,,,,,8949,
1.9374119,,,,,,,1370,
1.9998395,,,,,,,8614,
1.9915543,,,,,,,1508,
1.7805203,,,,,,,11211,
1.9137279,,,,,,,6815,
2.3633153,,,,,,,74608,
1.8887187,,,,,,,17731,
1.757553,,,,,,,6111,
2.3511012,,,,,,,34123,
2.7546074,,,,,,,26689,
2.1556427,,,,,,,78156,
1.9999747,,,,,,,11281,
2.7828968,,,,,,,38625,
2.6717396,,,,,,,14419,
1.9924923,,,,,,,4186,
1.797092,,,,,,,1529,
3.0039446,,,,,,,87191,
2.9019012,,,,,,,69863,
1.9830596,,,,,,,1781,
3.7491307,,,,,,,1957,
1.8638917,,,,,,,2709,
2.107547,,,,,,,6018,
3.7635241,,,,,,,7747,
3.0155072,,,,,,,9131,
1.8650906,,,,,,,9694,
1.976361,,,,,,,2755,
1.9883858,,,,,,,3646,
2.5591049,,,,,,,3486,
1.885466,,,,,,,4712,
1.9997098,,,,,,,9801,
1.9259955,,,,,,,105019,
2.9449489,,,,,,,3069,
3.2144759,,,,,,,22558,
1.9983127,,,,,,,6489,
2.0288804,,,,,,,11551,
1.9905024,,,,,,,13924,
1.9991518,,,,,,,3263,
2.9694853,,,,,,,9698,
3.3059022,,,,,,,8775,
2.5130906,,,,,,,2204,
1.878947,,,,,,,3202,
1.9995972,,,,,,,4927,
1.9883887,,,,,,,4319,
2.0449326,,,,,,,2279,
1,,,,,,,1761,
2.9026947,,,,,,,5155,
2.8189113,,,,,,,7599,
2.4327657,,,,,,,1807,
2.668601,,,,,,,5102,
1.9374709,,,,,,,2473,
1.9328151,,,,,,,1610,
1.996374,,,,,,,2727,
1.9743234,,,,,,,3625,
2.8804204,,,,,,,2189,
1.9753398,,,,,,,1053,
1.9936056,,,,,,,3011,
2.2430365,,,,,,,24474,
1.9797378,,,,,,,9141,
1.9856839,,,,,,,4915,
1.9860294,,,,,,,4393,
2.5802996,,,,,,,4358,
1.9942061,,,,,,,7840,
1.9958981,,,,,,,1183,
1.9999418,,,,,,,3905,
2.0678744,,,,,,,14882,
1.8020166,,,,,,,5355,
2.5511906,,,,,,,7554,
1.9766027,,,,,,,4190,
1.8820975,,,,,,,5963,
1.9765806,,,,,,,3465,
1.9995207,,,,,,,6084,
1.9981551,,,,,,,7407,
1.9463408,,,,,,,18385,
1.9714358,,,,,,,2210,
1.9943635,,,,,,,5134,
2.9645705,,,,,,,11005,
3.1798582,,,,,,,19420,
1.8272229,,,,,,,64725,
1,,,,,,,1146,
1.739764,,,,,,,6549,
1.8815793,,,,,,,6492,
1.6838688,,,,,,,3392,
1.9902601,,,,,,,3214,
1.9901798,,,,,,,3437,
3.2736654,,,,,,,2376,
2.7972729,,,,,,,1397,
2.9431224,,,,,,,4956,
1,,,,,,,2618,
1.5786488,,,,,,,1119,
2.5579219,,,,,,,4085,
3.2549872,,,,,,,1552,
1.9997096,,,,,,,2605,
2.8475189,,,,,,,1490,
2.7588599,,,,,,,2721,
2.4821963,,,,,,,17483,
2.5691712,,,,,,,10774,
1.9789597,,,,,,,5979,
1.965108,,,,,,,1671,
4.3691182,,,,,,,3533,
2.7721689,,,,,,,3039,
2.5890882,,,,,,,8612,
1.9785279,,,,,,,4890,
2.9885056,,,,,,,8724,
2.8598101,,,,,,,3591,
1.9999681,,,,,,,2963,
2.3606842,,,,,,,1981,
1.9994079,,,,,,,2010,
2.098964,,,,,,,754,
2.8192887,,,,,,,86116,
1.9827001,,,,,,,3769,
2.1485069,,,,,,,7395,
1.9577283,,,,,,,32981,
2.247416,,,,,,,9270,
2.7728612,,,,,,,4875,
1.9934938,,,,,,,8648,
2.2188084,,,,,,,8208,
1.9674106,,,,,,,3574,
3.936002,,,,,,,4716,
1.7054176,,,,,,,1785,
1.9922364,,,,,,,5680,
1.9020426,,,,,,,4715,
1.9951699,,,,,,,6579,
1.9992902,,,,,,,2463,
2.3548629,,,,,,,42219,
1.8537571,,,,,,,5149,
1.9857976,,,,,,,4146,
1.8617998,,,,,,,1270,
2.0622447,,,,,,,3051,
1.9988757,,,,,,,3502,
1.9672928,,,,,,,1035,
1.9390346,,,,,,,2042,
1.9929667,,,,,,,6531,
1.997802,,,,,,,2829,
1.9158807,,,,,,,3495,
1.9619391,,,,,,,4336,
1.9035163,,,,,,,2187,
1.9394455,,,,,,,1607,
2.1464052,,,,,,,3764,
1.9920201,,,,,,,2155,
1.9706705,,,,,,,2266,
2.3643157,,,,,,,2834,
2.7244725,,,,,,,1155,
2.4515471,,,,,,,8304,
2.3655365,,,,,,,2229,
2.2138016,,,,,,,3516,
2.747283,,,,,,,4807,
1.989898,,,,,,,4974,
1.9319959,,,,,,,10114,
1.9991711,,,,,,,1303,
1.9481961,,,,,,,13711,
2.5631571,,,,,,,1722,
2.5534122,,,,,,,1620,
2.4047222,,,,,,,5169,
2.5232699,,,,,,,18781,
2.6246128,,,,,,,1089,
1.9999807,,,,,,,1313,
1.9461724,,,,,,,10274,
1.9938776,,,,,,,11183,
1.9371103,-18.018242,,0,0,1,0,7115,3862.8555
1.9431196,-17.109276,,0,0,0,0,2919,3734.8821
2.5699427,-2.293998,-12.617061,0,1,0,0,13922,5302.7148
2.2738111,17.538462,-15.278837,0,1,0,0,5135,4745.3999
1.8987665,,,0,0,0,0,3635,5522.3237
3.144099,-6.3252659,,0,1,0,0,64573,3070.2661
2.5278835,28.078703,,0,0,0,0,10704,4254.8975
1.8682311,,,0,0,0,0,26011,2547.178
1.9630843,,-15.000001,0,1,0,0,3440,3754.9421
1.857352,-27.713144,-6.9908323,0,1,0,0,9457,2567.0833
1.9911925,6.6507339,-38.319542,1,0,0,0,6226,2552.7715
1.7886134,34.377995,-24.697447,0,1,0,0,8651,2009.7996
1.8696812,-26.400959,-14.689961,0,0,1,0,11852,4806.4204
1.8142748,,,0,0,1,0,7595,5726.7266
1.9885527,7.587254,-2.5249572,0,1,0,0,4559,2713.0627
2.3030212,3.0003488,,0,1,0,0,269180,4385.6304
2.6907675,-10.748044,,0,1,0,0,10145,2217.6155
1.9267303,-19.50078,,0,0,0,0,2045,2826.7202
1.9998741,,,0,0,0,0,13688,4711.894
2.1086545,19.415384,-1.9068837,0,0,1,0,22364,5033.9824
1.9640999,13.519657,,1,0,0,0,23950,3152.0232
1.8627658,27.142632,-2.2215753,1,0,0,0,14707,2917.2571
2.7780411,-39.032944,32.886192,0,0,0,0,17526,1497.2965
2.1747701,-19.192051,,0,1,0,0,16625,2137.189
1.7994677,33.38261,,0,0,0,1,180766,2620.1257
2.7811809,,,0,0,0,0,34142,2350.5476
2.0230002,,,0,0,0,0,10386,1987.5248
1.974231,-11.424902,,0,0,0,1,6702,2761.0989
1.9729835,11.701811,-16.021561,0,0,0,0,13912,3103.3821
3.2662058,,,0,0,0,0,4667,1867.3359
1.9805646,,,0,1,0,0,5668,2476.4375
3.1776195,,,0,1,0,0,21878,3244.7566
1.2024906,81.772491,26.717234,0,0,0,0,11009,1729.782
1.8423325,-29.254129,-12.481853,0,0,1,0,7456,2536.6748
2.1661675,,,0,0,1,0,16188,1932.402
2.0550067,,,0,0,1,0,5926,2238.856
2.1711726,,-29.336538,0,0,0,0,39607,1849.7584
1.9941423,5.4198027,-21.172274,0,0,0,0,10645,1241.661
1.8940296,-23.653675,,0,1,0,0,15456,1301.4694
1.9919944,-6.339416,,0,0,0,0,20877,1847.9866
1.8502033,28.453875,60.216583,0,1,0,0,6148,1090.4694
1.9985517,,,0,0,0,0,6713,1771.088
1.7066482,,,0,0,0,0,10541,1723.8717
1.9967766,-4.0178032,-19.69713,0,1,0,0,18591,2261.0435
2.9217257,,,0,0,0,0,5263,1452.3289
1.9339193,18.484951,63.379318,0,1,0,0,43956,5311.6187
1.9888978,,,0,0,0,0,19292,1685.0397
1.9653548,45.631123,-4.8186393,0,1,0,0,40015,2616.2173
1.8481916,28.659878,,0,0,0,1,12891,1052.0886
1.6643552,,,0,0,0,0,15064,1155.8284
2.0551994,,,0,0,0,0,18716,1766.6755
1.9959168,-4.5230627,,0,0,0,1,4074,1877.6926
1.0853988,91.795456,,0,0,1,0,13056,1706.1046
2.9091737,-8.689558,,0,0,0,1,27141,2243.906
2.3962698,-7.7534409,,0,0,0,0,12889,1621.6644
1.9322933,,,0,0,0,0,22595,1435.6774
1.8496433,,,0,0,0,0,19106,3001.1375
1.8269416,30.777554,,0,0,0,1,15759,1370.6085
1.7438197,-38.328529,-43.952099,0,0,0,0,5816,2905.7656
3.1861455,,,0,0,0,0,7611,2307.5044
1,,,0,0,0,0,5789,2834.0286
1.6127408,,,0,0,0,0,5591,2271.6533
2.6163502,,,0,0,0,0,,
1.9105613,,,0,0,1,0,17465,1800.314
1.9662549,-13.100436,,0,0,0,0,3997,2980.6077
1.9853601,8.5871582,,0,0,1,0,23541,1970.9792
1.9745848,11.345089,-5.9294882,0,1,0,0,19815,1485.8298
1.7623897,,,0,1,0,0,18892,1464.8063
2.5371006,-3.9396882,,0,0,0,0,17399,1659.5807
1.9999111,0.66666603,,0,0,0,1,17542,2356.2935
1.6638851,44.945099,20.129412,0,1,0,0,15580,983.38147
3.7031126,,,0,0,0,0,30554,9051.8193
1.8942585,-62.154778,,0,0,0,1,12222,1725.2322
1.3808399,66.962204,,0,0,0,1,4846,1195.9429
1.6891898,48.82943,,0,0,0,0,22723,1396.4832
1.743678,40.846016,34.453228,0,1,0,0,25706,2034.1527
1.9139102,,,0,0,0,0,10713,1896.2473
1.8352211,29.96447,,0,0,1,0,4725,2123.6321
1.9910024,-6.7224383,23.193718,0,0,0,0,6681,1262.7284
1.4300423,63.575859,16.065861,0,1,0,0,21466,1903.8035
1.872883,,,0,0,0,0,9680,1643.3514
1.9569881,17.108065,,0,0,0,0,19061,2656.2024
1.3990999,,,0,0,0,0,5275,2168.3579
2.0401442,-9.1295958,,0,1,0,0,4662,1412.387
1.2799281,,,0,0,0,0,10271,1021.6021
1.3162842,,-19.908672,0,0,0,1,8894,1192.6825
1.9946144,5.1962614,,0,1,0,0,4527,1240.4617
4.2779541,-25.034925,,0,0,0,0,70097,2187.4182
1.43589,71.718918,,0,0,0,1,25324,1397.1127
2.0460606,-3.7771912,,0,0,0,0,8057,1894.0615
3.4295759,-36.88612,,0,0,0,0,7372,2329.7209
2.6996708,-11.76573,,0,0,0,1,13564,2233.3359
2.1348135,,,0,0,0,0,10176,1166.3131
2.0185916,8.0792217,-11.647883,0,0,0,1,56325,2069.8296
1.995645,,,0,0,1,0,14376,1786.5886
1.8955323,-23.47608,,0,0,0,0,31252,1911.5701
2.7094014,,,0,1,0,0,2850,2037.7916
2.4079397,,,0,0,0,0,21957,1147.6799
1.9833961,,,0,0,0,0,9440,1415.0122
2.1039927,2.6811361,,0,0,0,1,25009,2517.583
2.026994,,-17.280813,0,0,0,0,11708,1738.6869
1.9537146,-15.391835,,0,0,0,0,17096,1627.7346
1.971329,-12.059858,-0.43239892,0,0,0,1,12553,1285.3202
3.0292072,,,0,0,0,0,63072,3003.9143
1.7670799,36.305733,,0,0,0,1,7199,2037.5681
2.9863887,,,0,0,0,0,7012,5069.0688
3.216177,-9.8552885,-4.4852552,0,0,0,1,39591,1577.09
2.0904775,,,0,0,0,0,12149,5095.4751
1.9201734,20.38937,8.3741426,0,0,0,1,6157,1624.4806
2.4787416,-10.869333,,0,0,0,0,22268,2484.2441
1.6674942,44.654724,6.3994021,0,0,0,1,28804,975.5061
2.0231953,8.6569757,,0,1,0,0,30832,3898.0466
1.6136358,48.932301,27.544235,0,1,0,0,48866,5458.0972
2.0249667,-9.3352613,,0,1,0,0,6133,1670.3217
2.0657041,,26.335644,0,0,0,0,29402,1582.0273
1.8456117,28.922569,,0,0,0,0,12415,1224.4216
1.8239074,,,0,0,0,0,7158,1427.6003
2.6806211,,,0,0,0,0,36422,1505.8779
2.6950774,-20.755989,,0,0,1,0,6221,1331.9938
1.9776134,10.639536,,0,0,0,1,17163,1316.2627
3.1258872,-8.8280497,,0,1,0,0,24927,1255.0601
2.4753983,,,0,0,0,0,51060,2613.2961
2.0409658,-56.043571,-45.634094,0,0,0,0,25914,1497.6681
2.6904988,,,0,0,0,0,17710,1824.2222
4.3846097,,,0,0,1,0,7431,1434.1771
1.9556053,15.066934,11.199251,0,1,0,0,7759,1417.7496
2.3314066,,,0,0,0,0,11389,1363.6455
2.0804524,,,0,0,0,0,14693,1650.344
3.6886976,-1.3883054,,0,1,0,0,8209,2135.927
5.4562912,,-14.636183,0,0,0,0,32425,1327.9214
1.7822112,,,0,0,0,0,21400,1640.6746
1.9926935,-6.0552597,-20.701168,0,0,1,0,23045,1448.7605
1.9519563,,,0,0,0,0,28339,1326.3583
1.800223,,,0,0,0,0,10610,1686.3528
2.542331,,,0,0,0,0,9750,1663.6733
3.6553094,,,0,0,0,0,20807,2303.9121
2.7767723,,,0,0,0,0,30306,1268.5083
2.0161936,4.0792851,,0,0,1,0,4743,2687.5886
1.9894643,,,0,1,0,0,5980,2902.8457
1.9987136,,,0,0,0,0,22421,1701.3245
2.0742414,6.8465352,,0,0,0,0,12657,3219.1511
2.0924091,,,0,0,0,1,11740,2806.813
3.7710588,-8.4643841,,0,0,1,0,67122,5745.0542
1.8372178,-29.766174,,0,0,0,0,16295,1531.6564
1.9905454,-11.705568,,0,0,1,0,29898,1669.0797
1.9314493,,,0,0,0,0,19509,1294.0778
1.8645407,28.097933,0.54987371,0,0,0,0,26689,1851.5193
1.9929794,,,0,0,0,0,8632,2543.7729
1.9994136,,11.24177,0,0,0,0,21688,2460.271
1.9756528,,,0,0,0,0,11976,1726.8574
3.6102271,,,0,0,0,0,33496,1832.7
3.1381214,-13.01873,,0,0,0,0,72008,2195.5452
2.0576706,-11.826288,,0,0,0,0,5747,3538.3821
2.2353976,,-35.584034,0,0,0,0,7507,1360.4259
2.5562758,,,0,0,0,0,4578,2553.6443
1.8702621,26.337969,,0,0,0,0,3527,2933.4114
2.5327597,,,0,0,0,0,23173,1537.1492
3.64922,1.8743336,,0,0,1,0,23407,1878.2428
1.9934405,5.736351,,0,0,1,0,72718,1752.8654
5.2953444,-2.7394845,,0,0,1,0,22161,795.91998
4.1860819,,5.5483398,0,0,0,0,32072,2004.3291
2.5202436,,,0,0,0,0,16127,1408.2975
2.7285247,-10.729292,,0,0,1,0,42486,1474.5256
1.9984691,,-4.0397048,0,0,0,0,15491,1562.2994
2.6783118,22.529474,,0,0,1,0,22981,1927.1311
1.9630791,-13.71409,,0,0,1,0,16419,2365.7009
2.6127882,,,0,0,0,0,15697,924.52521
3.4523184,,,0,0,0,0,83021,1743.3339
1.9277456,-19.360075,,0,0,0,1,19616,1306.9836
2.0822484,-3.6951005,11.992964,0,0,0,0,13121,6110.2285
2.7842267,,,0,0,0,0,12978,2139.8782
2.6879485,-26.212513,,0,0,0,0,9560,1734.1527
1.999999,-0.073075294,,0,1,0,0,27624,1122.2744
3.4473701,,-2.6256084,1,0,0,0,29931,1491.2599
1.6875298,,,0,0,1,0,26395,1335.1014
3.7072723,7.7721953,,0,1,0,0,6678,2075.3259
1.7678443,,,0,0,0,0,7937,2339.26
3.4355021,7.7484608,,0,0,0,0,35495,1637.8568
1.6772349,,,0,0,0,0,13154,1837.483
4.4234409,1.8132418,,0,0,0,0,69435,1693.8788
1.9999299,,,0,0,0,0,18722,1103.7911
1.8936354,,,0,0,0,0,14008,1681.808
1.991699,6.4559488,,0,1,0,0,21748,1415.8264
4.5809956,-13.466947,,0,1,0,0,13169,1541.5306
2.9072504,,,0,0,0,0,6252,4529.3364
2.3512826,-1.8819928,,0,0,0,0,,
3.4889982,-12.614897,,0,0,0,1,6119,3977.7561
2.9329131,,,0,0,0,1,2281,6110.8003
1.9331057,-59.924919,,0,0,0,1,2828,4800.0415
3.2978528,-6.6602321,,0,0,0,0,2781,3217.1895
2.8759341,,,1,0,0,0,28996,3171.6289
3.5047512,-22.922377,,0,0,1,0,267140,5789.687
2.8583884,,,0,0,0,1,13504,2822.1255
2.2042863,-21.783569,-24.885395,0,0,0,0,11962,3940.2297
4.0485601,,,1,0,0,0,8760,6462.2144
2.8271363,,-3.6898046,0,0,0,0,1929,4836.7588
4.0223703,-4.6717615,-40.811573,0,0,0,1,85873,4483.0522
2.6738918,-34.323605,,0,0,1,0,3765,6101.1338
2.8791282,,,0,0,0,0,4524,5151.1611
1.9728255,,-14.546358,0,0,0,0,7952,3648.1724
1.7642436,-36.555481,-16.459978,0,0,1,0,14798,876.51825
1.9343396,-18.42407,2.0899029,0,0,0,0,13062,1012.5653
1.9350257,18.324331,17.380762,0,0,1,0,13362,1825.7404
1.9987841,2.4663062,13.853031,0,0,1,0,10369,2668.6653
2.1768661,,,0,0,0,0,14319,1161.6531
1.9378874,17.902994,16.655741,0,0,1,0,8448,1272.0876
1.9998209,-0.94616413,,0,0,1,0,6806,1287.5863
2.7731826,,,0,0,0,0,128075,3093.4077
1.8975313,23.238161,,0,1,0,0,16615,3943.8926
1.9017971,,-2.150002,0,1,0,0,6905,1503.4958
1.8661093,-29.987186,,0,0,0,0,32115,1573.8459
2.8222702,-14.245907,-28.511726,0,1,0,0,24496,1730.4427
2.0758855,-2.6672931,,0,0,0,0,13033,1534.4127
1.9767429,10.846806,,0,0,0,0,45765,680.05646
3.0786841,6.3959064,-0.29970109,0,0,1,0,18664,698.85284
1.9462676,-16.615591,-1.1711836,0,0,0,0,17669,1141.0426
2.6197469,,,0,0,0,0,12606,3124.6316
2.2698925,-41.777706,,0,0,0,0,8821,1042.0217
1.9999604,,,0,0,1,0,,
1.9963299,4.2877316,,0,0,0,0,9612,1815.2822
1.9945729,,,0,0,0,1,10953,1317.8618
2.0131834,12.796124,,0,0,0,0,13744,1053.7568
2.0684938,-9.0214643,7.557538,0,0,1,0,13057,1452.2073
1.9612006,15.240442,-1.2339205,0,0,0,0,11558,1156.9282
2.0290034,10.910404,,0,0,0,0,12993,1475.8727
1.7301503,39.492908,14.758337,0,0,0,0,20011,784.21765
1.9723926,,4.7096133,0,0,0,0,59648,863.47559
1.9689759,-16.123093,,0,1,0,0,10092,1779.2065
2.3019452,,,0,0,0,0,10537,1414.7316
1.429671,,23.800198,0,0,0,0,8671,1186.9113
2.0137725,-0.17193854,17.590603,0,0,0,0,17095,1258.5077
1.9973247,,,0,0,0,0,10980,2305.6704
3.1997736,-38.342125,,0,0,0,0,20932,1088.8446
1.9974426,3.5781531,12.02346,0,0,1,0,9218,1103.0099
1.6819825,,,0,0,0,0,40578,1044.2169
1.9988496,2.3989677,-14.67185,0,0,1,0,24085,1858.985
1.2535956,,-20.316624,0,1,0,0,45628,1401.7327
2.6749251,2.4033813,,0,0,1,0,11236,1496.7042
1.9869832,,,0,0,0,0,7543,1392.2225
1.9768584,-10.819554,9.4664249,0,0,0,1,132247,7270.7363
2.0172374,15.588096,30.667601,0,0,0,0,9757,1387.2395
2.0187941,,,0,0,0,0,,
1.869241,,-9.6583042,0,0,0,0,17912,1906.4102
2.0335367,,-48.196373,0,1,0,0,15802,1216.6571
2.4073086,-35.257084,,0,0,0,0,12127,1216.1848
1,,13.973689,0,0,1,0,20235,963.53876
1.9276034,,,0,1,0,0,18852,1148.1643
2.296078,-18.535038,,0,1,0,0,55230,2154.4941
1.9870312,8.0788164,,0,0,0,0,13835,662.73535
1.2733622,75.541054,28.777643,0,0,1,0,13885,1077.8229
1.9463595,-16.601013,-51.467102,0,1,0,0,16821,2874.9141
1.9846323,-8.7997112,,0,0,0,0,21780,1085.2257
1,100,,0,0,0,0,14285,1132.7295
1.9756389,11.104342,-38.501392,0,0,0,0,17884,2133.5996
1.9972931,3.6815195,-4.7619076,0,0,1,0,8059,2587.4128
2.0522745,11.526874,,0,0,0,0,13813,1069.2455
1.9572833,14.77313,-16.984165,0,1,0,0,65492,2596.0977
4.0283284,-12.797398,,0,0,0,0,17008,2312.0068
1.9627259,13.780758,18.414661,0,0,0,0,17862,956.0896
2.9966531,-2.7092993,-28.943993,0,0,1,0,16888,1028.0979
1.9689851,-12.550604,-14.263773,0,1,0,0,14963,1062.0276
2.3239448,,,0,0,0,0,31823,1932.3042
2.046612,,,0,0,0,0,23978,1267.9868
2.3329895,,,0,1,0,0,13203,859.53119
1.9446528,,-2.4679303,0,0,0,0,45769,1426.9257
2.0186152,12.267295,,0,0,1,0,14388,1360.1243
1.9987798,2.470696,,0,0,1,0,7148,6151.2837
2.2745419,26.718849,-3.2490253,0,0,0,1,16404,650.33197
2.2611773,-6.3197045,4.0499301,0,0,0,0,30292,1573.4933
1.763393,,,0,0,0,0,153635,33172.313
2.1559219,,,0,0,0,0,28157,1924.1677
2.5661156,8.4718552,21.192986,0,0,0,0,25023,1558.8359
1.941818,20.20546,4.9250512,0,0,1,0,54802,2013.2655
1.9846603,8.7915926,,0,0,0,0,10372,1064.3766
2.7290118,12.543022,-31.477625,0,0,0,0,21187,1391.5151
2.0001683,-13.268441,,0,0,0,0,35828,1274.8832
1.9994951,1.5892774,-5.1433535,0,0,0,0,8535,1120.2129
2.7794108,3.5591216,,0,0,0,0,70358,12180.199
2.0812106,,8.075491,0,0,1,0,12392,1150.2565
1.9828365,9.3037214,-27.790266,0,1,0,0,26800,1277.4447
1.9997478,-1.1231422,20.044666,0,0,1,0,31363,1037.0663
1.9975088,3.5315752,-2.9791684,0,0,0,1,20166,1090.8304
1.944706,-16.862144,,0,0,0,0,10376,1625.3311
1.9981412,3.0500293,,0,0,0,0,31395,958.30579
1.8490298,30.892321,,0,0,0,0,12732,1213.5028
2.0677714,-7.3059378,-17.803314,0,0,1,0,16091,5336.1235
1.9310832,,,0,0,1,0,8242,2202.7549
1.9802053,,,0,0,0,1,26488,1045.177
2.3781767,-41.871098,-21.332001,0,0,0,0,51411,1509.953
1.960276,,,0,0,0,0,27160,1132.9849
1.8267306,,,0,1,0,0,2620,2409.6841
1.9710622,,,0,1,0,0,49694,2908.5095
1.9983387,,,0,0,0,0,12047,721.28943
2.0307548,-0.33181012,11.919686,0,0,1,0,14881,1287.3241
3.6457028,6.1849923,,0,0,0,0,9247,952.27856
2.0407948,6.5212369,-17.704409,0,0,0,0,29805,1283.2841
1.9610736,14.088821,-13.857306,0,0,1,0,13519,1099.3842
2.3027706,17.470127,,0,1,0,0,23981,1433.6718
1.6060952,-49.523342,-4.8820348,0,0,1,0,17908,1693.3832
2.8734179,-42.082584,1.4785737,0,0,1,0,17998,2255.7261
1.8223362,,,0,0,0,0,20601,1243.9906
2.193825,19.739357,8.1196098,0,0,0,0,51230,1883.6204
1.7279005,,,0,0,0,0,25375,3117.2998
2.9620135,-11.440489,-25.036922,0,0,0,0,21848,2368.2207
